"srprec","tract","block","blkreg","srtotreg","pctsrprec","blktotreg","pctblk"
"0736001","151308","1004","106","1378","7.692307692","106","100"
"0736001","151308","1005","211","1378","15.312046444","211","100"
"0736001","151308","1006","29","1378","2.104499274","29","100"
"0736001","151308","1007","35","1378","2.539912917","35","100"
"0736001","151308","1014","101","1378","7.329462989","152","66.447368421"
"0736001","151308","1015","136","1378","9.869375907","136","100"
"0736001","151308","1016","97","1378","7.039187227","97","100"
"0736002","151305","1000","51","1878","2.715654952","51","100"
"0736002","151305","1002","79","1878","4.206602768","79","100"
"0736002","151305","1003","2","1878","0.106496272","2","100"
"0736002","151305","1012","213","1878","11.341853035","213","100"
"0736002","151306","2000","1","1878","0.053248136","185","0.54054054"
"0736002","151307","2003","253","1878","13.471778487","253","100"
"0736002","151307","2004","86","1878","4.579339723","86","100"
"0736002","151307","2005","39","1878","2.076677316","39","100"
"0736002","151307","2006","51","1878","2.715654952","51","100"
"0736002","151307","3000","205","1878","10.915867944","205","100"
"0736002","151307","3001","34","1878","1.810436634","34","100"
"0736002","151307","3002","332","1878","17.678381256","333","99.699699699"
"0736002","151307","3003","125","1878","6.656017039","125","100"
"0736002","151307","3004","23","1878","1.224707135","23","100"
"0736002","151307","3005","6","1878","0.319488817","6","100"
"0736002","151307","3006","27","1878","1.43769968","27","100"
"0736002","151307","3007","1","1878","0.053248136","70","1.428571428"
"0736002","151308","1000","260","1878","13.844515441","452","57.522123893"
"0736002","151308","1001","21","1878","1.118210862","21","100"
"0736002","151308","1002","1","1878","0.053248136","74","1.351351351"
"0736002","151308","1008","6","1878","0.319488817","6","100"
"0736002","151308","1009","4","1878","0.212992545","4","100"
"0736002","151308","1010","4","1878","0.212992545","4","100"
"0736002","151308","1011","2","1878","0.106496272","6","33.333333333"
"0736002","151308","1013","1","1878","0.053248136","1","100"
"0736002","151308","1014","51","1878","2.715654952","152","33.552631578"
"0736003","151204","2004","2","2600","0.076923076","297","0.673400673"
"0736003","151204","2008","5","2600","0.192307692","52","9.615384615"
"0736003","151301","2002","1","2600","0.038461538","93","1.075268817"
"0736003","151301","2003","2","2600","0.076923076","72","2.777777777"
"0736003","151301","3000","4","2600","0.153846153","4","100"
"0736003","151301","3001","99","2600","3.807692307","99","100"
"0736003","151301","3002","352","2600","13.538461538","370","95.135135135"
"0736003","151301","3003","26","2600","1","26","100"
"0736003","151301","3004","13","2600","0.5","13","100"
"0736003","151301","3005","12","2600","0.461538461","12","100"
"0736003","151301","3006","14","2600","0.538461538","30","46.666666666"
"0736003","151301","3007","95","2600","3.653846153","95","100"
"0736003","151301","3008","87","2600","3.346153846","87","100"
"0736003","151301","3010","24","2600","0.923076923","24","100"
"0736003","151301","3011","12","2600","0.461538461","12","100"
"0736003","151301","3012","54","2600","2.076923076","54","100"
"0736003","151305","1018","610","2600","23.461538461","610","100"
"0736003","151305","2000","234","2600","9","234","100"
"0736003","151305","2004","80","2600","3.076923076","85","94.117647058"
"0736003","151305","2005","71","2600","2.73076923","71","100"
"0736003","151305","2006","95","2600","3.653846153","95","100"
"0736003","151305","2007","83","2600","3.192307692","86","96.511627906"
"0736003","151305","2008","36","2600","1.384615384","36","100"
"0736003","151305","2009","78","2600","3","78","100"
"0736003","151305","2010","80","2600","3.076923076","80","100"
"0736003","151305","3001","340","2600","13.076923076","344","98.837209302"
"0736003","151305","3006","2","2600","0.076923076","75","2.666666666"
"0736003","151305","3007","1","2600","0.038461538","38","2.631578947"
"0736003","151305","3009","88","2600","3.384615384","117","75.213675213"
"0736004","151203","4002","1","1917","0.05216484","92","1.086956521"
"0736004","151301","1000","221","1917","11.528429838","228","96.929824561"
"0736004","151301","1001","67","1917","3.49504434","67","100"
"0736004","151301","1002","76","1917","3.964527908","76","100"
"0736004","151301","1003","23","1917","1.19979134","23","100"
"0736004","151301","1004","44","1917","2.295252999","44","100"
"0736004","151301","1005","15","1917","0.782472613","15","100"
"0736004","151301","1006","45","1917","2.34741784","45","100"
"0736004","151301","1007","77","1917","4.016692749","77","100"
"0736004","151301","1008","54","1917","2.816901408","54","100"
"0736004","151301","1011","156","1917","8.137715179","164","95.121951219"
"0736004","151301","1013","61","1917","3.182055294","61","100"
"0736004","151301","2000","100","1917","5.216484089","100","100"
"0736004","151301","2001","15","1917","0.782472613","15","100"
"0736004","151301","2002","92","1917","4.799165362","93","98.924731182"
"0736004","151301","2003","70","1917","3.651538862","72","97.222222222"
"0736004","151301","2004","42","1917","2.190923317","42","100"
"0736004","151301","2005","50","1917","2.608242044","50","100"
"0736004","151301","2006","91","1917","4.747000521","91","100"
"0736004","151301","2007","26","1917","1.356285863","26","100"
"0736004","151301","2008","62","1917","3.234220135","62","100"
"0736004","151301","3002","17","1917","0.886802295","370","4.594594594"
"0736004","151301","3006","16","1917","0.834637454","30","53.333333333"
"0736004","151305","2004","5","1917","0.260824204","85","5.882352941"
"0736004","151305","2007","3","1917","0.156494522","86","3.488372093"
"0736004","151305","3001","4","1917","0.208659363","344","1.162790697"
"0736004","151305","3002","79","1917","4.12102243","79","100"
"0736004","151305","3003","41","1917","2.138758476","41","100"
"0736004","151305","3004","71","1917","3.703703703","71","100"
"0736004","151305","3005","71","1917","3.703703703","71","100"
"0736004","151305","3006","73","1917","3.808033385","75","97.333333333"
"0736004","151305","3007","37","1917","1.930099113","38","97.368421052"
"0736004","151305","3008","30","1917","1.564945226","30","100"
"0736004","151305","3009","29","1917","1.512780386","117","24.786324786"
"0736004","151305","3011","53","1917","2.764736567","53","100"
"0736005","151306","1000","99","2227","4.445442299","307","32.247557003"
"0736005","151306","2000","184","2227","8.262236192","185","99.459459459"
"0736005","151306","2001","29","2227","1.302200269","29","100"
"0736005","151306","2002","187","2227","8.396946564","187","100"
"0736005","151306","2003","59","2227","2.649303996","289","20.415224913"
"0736005","151310","1000","28","2227","1.257296811","28","100"
"0736005","151310","1001","275","2227","12.34845083","275","100"
"0736005","151310","1002","105","2227","4.714863044","105","100"
"0736005","151310","2000","360","2227","16.165244723","373","96.514745308"
"0736005","151310","2001","73","2227","3.277952402","73","100"
"0736005","151310","2002","63","2227","2.828917826","63","100"
"0736005","151310","2003","206","2227","9.250112258","206","100"
"0736005","151310","2004","1","2227","0.044903457","88","1.136363636"
"0736005","151310","2006","1","2227","0.044903457","2","50"
"0736005","151310","3000","215","2227","9.654243376","215","100"
"0736005","151310","3001","60","2227","2.694207453","60","100"
"0736005","151310","3002","23","2227","1.032779524","23","100"
"0736005","151310","3003","68","2227","3.053435114","68","100"
"0736005","151310","3004","26","2227","1.167489896","26","100"
"0736005","151310","3005","165","2227","7.409070498","165","100"
"0736006","151306","1000","208","1652","12.590799031","307","67.752442996"
"0736006","151306","1001","80","1652","4.842615012","80","100"
"0736006","151306","1002","50","1652","3.026634382","50","100"
"0736006","151306","1003","49","1652","2.966101694","49","100"
"0736006","151306","1004","134","1652","8.111380145","134","100"
"0736006","151306","1005","20","1652","1.210653753","20","100"
"0736006","151306","2003","230","1652","13.922518159","289","79.584775086"
"0736006","151306","2004","34","1652","2.05811138","34","100"
"0736006","151306","3000","53","1652","3.208232445","308","17.207792207"
"0736006","151309","3005","497","1652","30.084745762","701","70.898716119"
"0736006","151309","3023","42","1652","2.542372881","42","100"
"0736006","151309","3025","3","1652","0.181598062","3","100"
"0736006","151309","3026","133","1652","8.050847457","157","84.713375796"
"0736006","151309","3027","119","1652","7.20338983","119","100"
"0736007","151308","3001","73","1974","3.698074974","114","64.035087719"
"0736007","151309","3002","327","1974","16.565349544","342","95.614035087"
"0736007","151309","3005","204","1974","10.334346504","701","29.10128388"
"0736007","151309","3006","94","1974","4.761904761","94","100"
"0736007","151309","3007","66","1974","3.343465045","66","100"
"0736007","151309","3008","51","1974","2.583586626","51","100"
"0736007","151309","3009","32","1974","1.621073961","32","100"
"0736007","151309","3010","65","1974","3.292806484","65","100"
"0736007","151309","3011","27","1974","1.367781155","27","100"
"0736007","151309","3012","76","1974","3.850050658","76","100"
"0736007","151309","3013","44","1974","2.228976697","44","100"
"0736007","151309","3014","190","1974","9.625126646","190","100"
"0736007","151309","3016","80","1974","4.052684903","80","100"
"0736007","151309","3017","50","1974","2.532928064","50","100"
"0736007","151309","3018","27","1974","1.367781155","27","100"
"0736007","151309","3019","72","1974","3.647416413","72","100"
"0736007","151309","3020","57","1974","2.887537993","57","100"
"0736007","151309","3021","29","1974","1.469098277","29","100"
"0736007","151309","3022","65","1974","3.292806484","65","100"
"0736007","151309","3026","17","1974","0.861195542","157","10.828025477"
"0736007","151309","3028","58","1974","2.938196555","58","100"
"0736007","151309","3029","49","1974","2.482269503","49","100"
"0736007","151309","3030","79","1974","4.002026342","79","100"
"0736007","151309","3031","60","1974","3.039513677","60","100"
"0736007","151309","3032","68","1974","3.444782168","68","100"
"0736007","151310","5004","14","1974","0.709219858","16","87.5"
"0736008","151307","1001","165","1178","14.006791171","165","100"
"0736008","151307","1002","216","1178","18.336162988","216","100"
"0736008","151307","1003","81","1178","6.87606112","81","100"
"0736008","151307","3007","59","1178","5.008488964","70","84.285714285"
"0736008","151307","4000","48","1178","4.074702886","48","100"
"0736008","151307","4001","249","1178","21.137521222","249","100"
"0736008","151307","4002","163","1178","13.837011884","163","100"
"0736008","151307","4003","14","1178","1.188455008","14","100"
"0736008","151307","4004","22","1178","1.867572156","22","100"
"0736008","151307","4005","24","1178","2.037351443","24","100"
"0736008","151307","4007","86","1178","7.300509337","201","42.786069651"
"0736008","151309","2006","51","1178","4.329371816","51","100"
"0736009","151306","3000","53","1763","3.006239364","308","17.207792207"
"0736009","151308","2000","112","1763","6.352807714","112","100"
"0736009","151308","2001","86","1763","4.87804878","86","100"
"0736009","151308","2002","54","1763","3.062960862","54","100"
"0736009","151308","2003","76","1763","4.310833806","91","83.516483516"
"0736009","151308","2004","1","1763","0.056721497","5","20"
"0736009","151308","2006","76","1763","4.310833806","76","100"
"0736009","151308","2007","79","1763","4.480998298","79","100"
"0736009","151308","2008","56","1763","3.176403857","56","100"
"0736009","151308","2009","198","1763","11.230856494","198","100"
"0736009","151308","2010","55","1763","3.119682359","55","100"
"0736009","151308","2011","91","1763","5.161656267","91","100"
"0736009","151308","2012","80","1763","4.537719795","80","100"
"0736009","151308","2014","2","1763","0.113442994","2","100"
"0736009","151308","3000","499","1763","28.304027226","499","100"
"0736009","151308","3001","41","1763","2.325581395","114","35.96491228"
"0736009","151308","3002","115","1763","6.522972206","115","100"
"0736009","151308","3003","9","1763","0.510493477","9","100"
"0736009","151308","3004","80","1763","4.537719795","80","100"
"0736010","151306","3000","202","670","30.149253731","308","65.584415584"
"0736010","151306","3001","79","670","11.791044776","79","100"
"0736010","151306","3005","44","670","6.567164179","44","100"
"0736010","151306","3006","127","670","18.95522388","127","100"
